person_id,credit_score,nn_pred,nn_prob,account_amount,duration,credit_history,credit_purpose,credit_amount,savings_amount,employment_length,installment_rate,other_debtors,residence_length,property,age,installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,personal_status,sex
219,0.0,False,0.075621545,1,9.0,2,4,1206.0,0,4,3,0,3,0,25.0,2,1,0,2,0,0,0,0,0
220,0.0,False,0.04741466,3,6.0,2,3,1543.0,3,2,3,0,1,0,33.0,2,1,0,2,0,0,0,0,1
221,0.0,False,0.073125735,3,4.0,4,0,3380.0,0,3,0,0,0,0,37.0,2,1,0,2,1,0,0,0,0
222,0.0,False,0.0936941,2,24.0,2,4,1258.0,2,2,2,0,2,2,57.0,2,1,0,1,0,0,0,0,0
223,0.0,False,0.08374553,3,12.0,2,4,2073.0,1,2,3,1,1,0,28.0,2,1,0,2,0,0,0,0,0
224,0.0,False,0.4708545,0,21.0,2,4,2606.0,0,1,3,0,3,1,28.0,2,0,0,3,0,1,0,0,0
225,0.0,False,0.022364313,3,12.0,4,7,2096.0,0,3,1,0,2,0,49.0,2,1,0,1,1,0,0,1,1
226,0.0,False,0.014695968,3,12.0,4,0,1255.0,0,4,3,0,3,0,61.0,2,1,1,1,0,0,0,1,1
227,0.0,False,0.045390923,3,9.0,2,5,1236.0,0,1,0,0,3,0,23.0,2,0,0,2,0,1,0,0,0
228,0.0,False,0.015691632,3,24.0,2,4,1278.0,0,4,3,0,0,0,36.0,2,1,0,3,0,1,0,1,1
229,0.0,False,0.04746166,0,6.0,2,0,1374.0,4,0,3,0,2,1,75.0,2,1,0,3,0,1,0,0,0
230,0.0,False,0.21920848,2,10.0,2,0,3949.0,0,1,0,2,0,1,37.0,2,1,0,1,1,0,0,1,1
231,0.0,False,0.021252738,3,12.0,2,0,2390.0,4,4,3,0,2,2,50.0,2,1,0,2,0,1,0,1,1
232,0.0,False,0.28004578,1,24.0,2,0,1201.0,0,1,3,0,0,1,26.0,2,1,0,2,0,0,0,1,1
233,0.0,False,0.12675652,3,15.0,4,3,2788.0,0,3,1,1,2,2,24.0,0,1,1,2,0,0,0,0,0
234,0.0,False,0.014281478,3,12.0,4,9,1264.0,4,4,3,0,3,3,57.0,2,0,0,1,0,0,0,1,1
235,0.0,True,0.66344047,0,24.0,2,3,4020.0,0,2,1,0,1,2,27.0,1,1,0,2,0,0,0,1,1
236,0.0,False,0.020047797,3,9.0,2,0,2507.0,2,4,1,0,3,3,51.0,2,2,0,1,0,0,0,1,1
237,1.0,False,0.066049956,3,24.0,2,4,2397.0,2,4,2,0,1,2,35.0,0,1,1,2,0,1,0,1,1
238,1.0,True,0.60360426,1,27.0,2,9,3915.0,0,2,3,0,1,2,36.0,2,1,0,2,1,1,0,1,1
239,1.0,True,0.6626083,3,48.0,4,1,11590.0,1,2,1,0,3,2,24.0,0,0,1,1,0,0,0,0,0
240,0.0,True,0.8804916,0,42.0,2,3,7882.0,0,3,1,2,3,1,45.0,2,2,0,2,1,0,0,1,1
241,0.0,False,0.027580857,3,12.0,4,0,1495.0,0,4,3,0,0,0,38.0,2,1,1,1,1,0,0,1,1
242,0.0,False,0.024885934,3,24.0,2,0,2255.0,4,1,3,0,0,1,54.0,2,1,0,2,0,0,0,1,1
243,0.0,False,0.08171235,1,9.0,2,0,1549.0,4,1,3,0,1,0,35.0,2,1,0,0,0,0,0,1,1
244,0.0,False,0.25597423,3,30.0,2,1,4811.0,4,3,1,0,3,1,24.0,1,0,0,1,0,0,0,0,0
245,0.0,False,0.022762699,1,14.0,2,9,1410.0,2,4,0,0,1,0,35.0,2,1,0,2,0,1,0,0,1
246,0.0,False,0.091526955,3,5.0,2,9,3448.0,0,3,0,0,3,0,74.0,2,1,0,1,0,0,0,1,1
247,0.0,False,0.4292372,1,11.0,3,4,4771.0,0,3,1,0,3,1,51.0,2,1,0,2,0,0,0,1,1
248,0.0,False,0.063854136,0,10.0,2,4,2315.0,0,4,2,0,3,0,52.0,2,1,0,1,0,0,0,1,1
249,0.0,True,0.89429605,0,48.0,2,1,4788.0,0,3,3,0,2,1,26.0,2,1,0,2,1,0,0,1,1
250,0.0,False,0.04495257,3,18.0,2,9,1568.0,1,2,2,0,3,1,24.0,2,0,0,1,0,0,0,0,0
251,0.0,False,0.0892163,3,15.0,1,4,1569.0,1,4,3,0,3,2,34.0,0,1,0,1,1,0,0,1,1
252,1.0,True,0.8219148,0,40.0,4,7,5998.0,0,2,3,0,2,3,27.0,0,1,0,2,0,1,0,1,1
253,0.0,False,0.01988054,3,18.0,4,4,1169.0,4,2,3,0,2,1,29.0,2,1,1,2,0,1,0,1,1
254,1.0,False,0.021317827,1,12.0,2,0,1223.0,0,4,0,0,0,0,46.0,2,0,1,2,0,0,0,0,1
255,0.0,False,0.2381864,0,18.0,2,3,2659.0,3,2,3,0,1,2,28.0,2,1,0,2,0,0,0,1,1
256,0.0,False,0.02641881,3,6.0,4,4,700.0,4,4,3,0,3,3,36.0,2,2,1,2,0,0,0,1,1
257,0.0,False,0.046707895,3,10.0,2,1,2848.0,1,2,0,1,1,0,32.0,2,1,0,2,1,0,0,1,1
258,1.0,False,0.20082635,0,9.0,2,4,1366.0,0,1,2,0,3,1,22.0,2,0,0,2,0,0,0,0,0
259,0.0,False,0.27995273,3,36.0,2,7,9055.0,4,2,1,0,3,3,35.0,2,2,0,1,1,1,0,1,1
260,1.0,False,0.22479177,0,24.0,2,4,1987.0,0,2,1,0,3,0,21.0,2,0,0,1,1,0,0,1,1
261,0.0,False,0.2638843,0,24.0,2,1,2924.0,0,2,2,2,3,3,63.0,0,1,0,2,1,1,0,1,1
262,0.0,False,0.14238586,1,18.0,2,9,2622.0,1,2,3,0,3,2,34.0,2,1,0,2,0,0,0,1,1
263,0.0,False,0.24335027,3,36.0,4,9,6304.0,4,4,3,0,3,0,36.0,2,1,1,2,0,0,0,1,1
264,1.0,False,0.45535377,3,36.0,3,4,4463.0,0,2,3,0,1,2,26.0,2,1,1,3,0,1,0,1,1
265,0.0,False,0.40212777,3,36.0,2,9,7409.0,4,4,2,0,1,1,37.0,2,1,1,2,0,0,0,1,1
266,0.0,False,0.09220119,3,24.0,3,0,717.0,4,4,3,0,3,2,54.0,2,1,1,2,0,1,0,0,1
267,0.0,False,0.06482869,0,20.0,2,3,2212.0,4,3,3,0,3,2,39.0,2,1,0,2,0,1,0,1,1
268,1.0,True,0.63604057,0,18.0,1,3,1553.0,0,2,3,0,2,2,44.0,0,1,0,2,0,0,0,1,1
269,1.0,True,0.83068085,1,18.0,2,1,12976.0,0,0,2,0,3,3,38.0,2,2,0,3,0,1,0,0,0
270,0.0,False,0.062837444,3,12.0,4,4,1934.0,0,4,1,0,1,3,26.0,2,1,1,2,0,0,0,1,1
271,1.0,False,0.47224835,0,33.0,4,3,4281.0,2,2,0,0,3,2,23.0,2,1,1,2,0,0,0,0,0
272,1.0,False,0.078954645,0,16.0,4,0,2625.0,0,4,1,2,3,1,43.0,0,0,0,2,0,1,0,1,1
273,0.0,False,0.043132316,0,6.0,4,0,666.0,3,3,2,0,3,0,39.0,2,1,1,1,0,1,0,0,0
274,0.0,False,0.23258165,3,24.0,2,1,3488.0,1,3,2,0,3,2,23.0,2,1,0,2,0,0,0,0,0
275,1.0,True,0.6839677,1,30.0,4,0,5234.0,0,0,3,0,1,2,28.0,2,1,1,3,0,0,0,0,1
276,0.0,False,0.043910302,3,6.0,4,4,1382.0,0,2,0,0,0,2,28.0,2,1,1,2,0,1,0,0,0
277,1.0,False,0.3647262,3,36.0,2,3,3349.0,0,2,3,0,1,2,28.0,2,1,0,3,0,1,0,0,0
278,0.0,False,0.022815172,3,15.0,2,4,1213.0,2,4,3,0,2,1,47.0,1,1,0,2,0,1,0,1,1
279,1.0,False,0.30450213,1,12.0,2,0,836.0,1,1,3,0,1,1,23.0,0,1,0,1,0,0,0,0,0
280,0.0,False,0.13198122,0,12.0,2,3,1289.0,0,2,3,2,0,1,21.0,2,1,0,1,0,0,0,1,1
281,0.0,False,0.054582432,3,12.0,4,3,1258.0,0,1,1,0,3,1,22.0,2,0,1,1,0,0,0,0,0
282,0.0,False,0.11797577,0,30.0,2,4,2522.0,0,4,0,2,2,1,39.0,2,1,0,2,1,0,0,1,1
283,0.0,False,0.018037492,3,12.0,2,9,1076.0,0,2,1,0,1,0,26.0,2,1,0,2,0,1,1,0,1
284,0.0,False,0.12982048,3,36.0,2,4,3835.0,4,4,1,0,3,0,45.0,2,1,0,1,0,1,0,0,0
285,0.0,False,0.06237585,3,18.0,2,4,1505.0,0,2,3,0,1,3,32.0,2,2,0,3,0,1,0,1,1
286,1.0,False,0.48725995,0,30.0,2,3,2406.0,0,3,3,0,3,0,23.0,2,0,0,2,0,0,0,0,0
287,1.0,False,0.036172852,1,15.0,3,6,1512.0,3,2,2,0,2,1,61.0,1,1,1,2,0,0,0,0,1
288,1.0,True,0.74306,0,12.0,2,3,7865.0,0,4,3,0,3,3,53.0,2,2,0,3,0,1,0,1,1
289,0.0,False,0.28064385,1,18.0,4,9,3590.0,0,0,2,0,2,2,40.0,2,1,2,0,1,1,0,0,1
290,1.0,False,0.42361137,0,24.0,1,3,3349.0,2,1,3,0,3,3,30.0,2,2,0,2,1,1,0,1,1
291,1.0,False,0.37099674,0,18.0,2,1,7511.0,4,4,0,0,3,1,51.0,2,2,0,2,1,1,0,1,1
292,0.0,True,0.8096589,0,36.0,2,1,5493.0,0,4,1,0,3,3,42.0,2,2,0,2,1,0,0,1,1
293,0.0,False,0.044526845,3,18.0,2,9,1950.0,0,3,3,0,0,2,34.0,1,1,1,2,0,1,0,1,1
294,0.0,False,0.09378346,2,12.0,3,0,2247.0,0,2,1,0,1,2,36.0,1,1,1,2,0,1,0,0,0
295,0.0,False,0.097300105,3,33.0,3,9,2764.0,0,2,1,0,1,2,26.0,2,1,1,2,0,1,0,0,0
296,1.0,False,0.29287195,1,30.0,3,4,1919.0,1,1,3,0,2,3,30.0,1,1,1,3,0,0,0,1,1
297,0.0,False,0.06247406,3,9.0,2,3,1313.0,0,4,0,0,3,2,20.0,2,1,0,2,0,0,0,1,1
298,0.0,True,0.7863352,1,36.0,2,1,6948.0,0,2,1,0,1,2,35.0,2,0,0,3,0,1,0,1,1
299,1.0,False,0.20471652,0,12.0,2,3,1282.0,0,2,1,0,3,2,20.0,2,0,0,2,0,0,0,0,0
